provider_location_guid,loc_name,loc_phone,loc_admin_street1,loc_admin_state,latitude,longitude
c1feb7a6-0995-4656-84ad-161b39d6395d,Walgreens Co. #2781,508-285-4961,38 W MAIN ST,MA,41.964556,-71.189671
c6a1b086-7e60-444d-8e61-e8d0aa600ad1,"CVS Pharmacy, Inc. #00209",(978) 682-0941,109 MAIN STREET,MA,42.702499,-71.132319
2ae4f274-5d55-44cd-8f16-a9c6c62bc849,"CVS Pharmacy, Inc. #05407",(508) 946-8690,11 MAIN ST.,MA,41.878193,-70.92454
dd8631c8-280c-4fd5-8e4e-ee7576d74bb9,Walgreens Co. #4358,413-786-1126,60 SPRINGFIELD ST,MA,42.090184,-72.629888
73e971d3-066f-4a07-8cc7-3cf64392f60a,Walgreens Co. #2517,978-283-7361,201 MAIN ST,MA,42.613041,-70.66039
555a58e6-8d8a-4170-92b2-1621e6c1f887,"CVS Pharmacy, Inc. #00838",(413) 562-5181,"427 EAST MAIN ST, WESTFIELD SHOPS",MA,42.113199,-72.724725
9c254f61-df84-4b35-9d1e-dff6af6dc4e1,"CVS Pharmacy, Inc. #08970",(413) 528-2860,"362 MAIN STREET, SUITE 2",MA,42.192695,-73.364561
a848af9d-f224-48b4-9df2-d642cc165eed,"CVS Pharmacy, Inc. #01306",(978) 774-1061,220 MAPLE ST.,MA,42.596305,-70.993734
3b983b2c-1a44-442a-b9a8-caad1bb0b750,"CVS Pharmacy, Inc. #00636",(508) 888-4333,"TUPPER RD, 65 RTE 6A, PURITY PLZ",MA,41.766414,-70.508769
f56ca8d2-4299-49bf-9164-f8afbaace0a5,Walgreens Co. #21288,781-933-1850,506 Main St,MA,42.482522,-71.151303
9c254f61-df84-4b35-9d1e-dff6af6dc4e1,"CVS Pharmacy, Inc. #08970",(413) 528-2860,"362 MAIN STREET, SUITE 2",MA,42.192695,-73.364561
3289b83f-50ec-4799-91f8-89bba7c64d07,"CVS Pharmacy, Inc. #04471",(413) 736-0351,600 STATE ST,MA,42.110241,-72.572707
8b0bb6da-8bc6-4577-a60f-1298ea3acbe4,Walgreens Co. #3496,617-389-2188,317 FERRY ST,MA,42.41434,-71.046827
7679a269-ba2c-440c-a3ea-731b4b9a6b3c,Rite Aid #RA110209,508-984-5402,1207 ACUSHNET AVE.,MA,41.657894,-70.927837
9e0907a8-4304-4f45-9743-efdb3e1ff4f7,Milford Central Pharmacy,508-381-2740,105 E MAIN ST,MA,42.148185,-71.509151
54063226-725a-4e11-a6f6-e6342544b594,"CVS Pharmacy, Inc. #00257",(413) 499-4624,107 WEST ST.,MA,42.447406,-73.258522
e909096e-ceef-4fa9-b254-e5abf6db5847,MinuteClinic #20776,1-866-389-2727,207 ROCKLAND ST,MA,42.11391,-70.820078
25b8211d-cd26-44b4-a890-ecc57faead84,Walgreens Co. #18949,413-568-5116,7 EAST SILVER STREET,MA,42.11377,-72.746772
948b2d31-9ec4-4c4e-9067-b25e04d1587a,Stop & Shop #469,508-746-7114,127 SAMOSET STREET,MA,41.954999,-70.685604
74e5a63b-65a4-4477-986e-d77beb8b3e57,"CVS Pharmacy, Inc. #01871",(508) 872-1432,1280 WORCESTER RD.,MA,42.29725,-71.449649
83db4f13-3a6f-4400-ad77-61d61af1983f,"CVS Pharmacy, Inc. #00046",(617) 964-7736,999 WATERTOWN STREET,MA,42.349745,-71.226074
57612adc-a8d7-4e87-9261-a776778f9ceb,"CVS Pharmacy, Inc. #00217",(978) 851-6856,"1900 MAIN ST,",MA,42.590962,-71.20222
748b9887-fef7-4d87-9270-68317146ead1,"CVS Pharmacy, Inc. #00026",(781) 391-2668,590 FELLSWAY,MA,42.405665,-71.083158
ea0933ce-80b5-4222-97a9-330ed95c9aa2,Walgreens Co. #18122,413-443-4486,37 CHESHIRE RD,MA,42.469518,-73.205736
fdedc1d4-5e5a-4f9a-b737-599743c310c4,Walmart Inc #10-2012,5089871444,742 Main St,MA,42.170604,-71.878812
b6cd63a7-eaa4-4b08-b915-8dd417eaa0b7,Walgreens Co. #13642,978-453-0820,1161 BRIDGE ST,MA,42.663677,-71.303104
e2fb7815-fdf2-405c-b676-69cfe70d776b,Greater New Bedford CHC Inc,,874 PURCHASE ST,MA,41.636224,-70.925747
98c07391-e0c1-4ea4-90af-d7bd6a05f7d6,"CVS Pharmacy, Inc. #02098",(978) 632-1760,314 MAIN STREET,MA,42.570204,-71.992565
3ac147b7-240c-4cba-8e77-8974f730882c,Costco Wholesale Corporation #333,(617)-544-4805,2 MYSTIC VIEW ROAD,MA,42.396889,-71.071505
283abe5f-9ea4-45de-9dba-f323993376a4,Stop & Shop #87,508-539-1803,39 NATHAN ELLIS HIGHWAY,MA,41.619557,-70.488833
b313d811-4f70-4989-9879-4bda1e88aefd,"CVS Pharmacy, Inc. #01024",(617) 277-6080,1266 COMMONWEALTH AVENUE,MA,42.34902,-71.132504
807f502b-b747-406e-8cd1-3d33b21a9c5d,Hannaford #8017,781-642-7416,55 RUSSELL ST.,MA,42.37591,-71.244637
f50a6814-4a37-466c-9442-ee3730bdff45,Walgreens Co. #19038,413-743-4659,21 COLUMBIA STREET,MA,42.626293,-73.117534
2ba6c2bf-6577-4736-8c34-2b8c7391872e,Walgreens Co. #9233,508-756-4201,225 BOSTON TPKE,MA,42.275719,-71.743994
850c7511-78a7-4b4a-93fc-25746a35932e,"CVS Pharmacy, INC. #17766",(617) 691-1040,289 HANCOCK ST,MA,42.27624,-71.029329
01c3ea5e-e10f-4b65-9b48-571576f62aa9,MinuteClinic #20779,1-866-389-2727,137 W CENTRAL ST,MA,42.283098,-71.375108
af6a3e5b-adfe-4712-9ebb-7c3f637b747b,Walgreens Co. #18245,508-238-6929,690 DEPOT ST,MA,42.02427,-71.116443
d544e795-2fc2-4c75-83e8-b1fbe8aac6ef,Walgreens Co. #18952,978-663-4900,467 BOSTON RD,MA,42.552338,-71.264684
622fa6ed-918c-4cba-bc70-740cdea2a1ff,Stop & Shop #88,781-271-9403,337 GREAT ROAD,MA,42.485869,-71.261197
201293ab-a23a-4298-9177-0591e844578f,Walmart Inc #10-5278,4135933192,591 Memorial Dr,MA,42.174287,-72.573827
41ad32a2-9257-4a39-8309-abeef6a5967c,Stop & Shop #498,617-666-1404,779 MCGRATH HIGHWAY,MA,42.391492,-71.085525
850c7511-78a7-4b4a-93fc-25746a35932e,"CVS Pharmacy, INC. #17766",(617) 691-1040,289 HANCOCK ST,MA,42.27624,-71.029329
4ab4e42a-067d-4b58-81f3-73e5e1a03b4b,"CVS Pharmacy, Inc. #00995",(508) 376-2975,2 MILLISTON RD,MA,42.167929,-71.354093
33d18cec-672e-480a-8694-f5ebda06452e,"CVS Pharmacy, Inc. #01238",(508) 359-7783,555 MAIN STREET,MA,42.186177,-71.309182
9a41efb9-3c00-4569-83ae-18c68903fb22,BIG Y PHCY#07 RX #408030,413-586-5145,136 N KING ST ROUTE 5,MA,42.341003,-72.642211
2d6db279-6818-4b89-a7a3-a7a86ab17ee9,Costco Wholesale Corporation #302,(413)-747-5524,119 DAGGETT DRIVE,MA,42.131821,-72.620345
8e02df8e-3765-436c-b6cd-c67947de2811,"CVS Pharmacy, Inc. #01230",(413) 323-9621,"151 N MAIN ST, CRYSTAL SPRINGS PLAZA",MA,42.288449,-72.407413
f9e1895a-e15f-40fc-af02-481f3a82b881,Walgreens Co. #17567,413-528-2424,197 MAIN ST.,MA,42.197149,-73.360692
d8e1f01c-a186-4374-a66e-9ea299463363,"CVS Pharmacy, Inc. #01056",(978) 458-4621,1815 MIDDLESEX STREET,MA,42.635401,-71.356366
e742a270-d115-48aa-a187-e5065847ac05,OSCO PHARMACY #428,781-298-4400,95 WASHINGTON ST. COBBS CORNER,MA,42.140096,-71.14474
95224444-ebfd-4b40-96d4-b166b9ce3d8c,Walgreens Co. #17226,413-499-5411,501 NORTH STREET,MA,42.455744,-73.252117
f87ea871-1eb5-48c5-bbc8-d8c8d1c73f40,Walgreens Co. #4923,617-469-2658,1999 CENTRE ST,MA,42.282299,-71.158057
dbfa1fba-a0d6-404b-8c8d-11e19ad67b7a,"CVS Pharmacy, Inc. #11082",(617) 556-3922,341 HARRISON AVE,MA,42.34504,-71.064004
e9aab37a-23e4-4904-aece-e5fb15d06bea,"CVS Pharmacy, Inc. #02206",(508) 761-7392,366 WASHINGTON STREET,MA,41.919285,-71.358214
c6a1b086-7e60-444d-8e61-e8d0aa600ad1,"CVS Pharmacy, Inc. #00209",(978) 682-0941,109 MAIN STREET,MA,42.702499,-71.132319
81e4f5d1-1890-412a-9c21-b10dfa341086,"CVS Pharmacy, Inc. #00920",(978) 368-7631,792 MAIN ST.,MA,42.425887,-71.688193
f1614c05-0073-4a2f-9a80-cc9d16a0f80a,Costco Wholesale Corporation #308,(781)-622-3894,71 SECOND AVENUE,MA,42.3944,-71.265452
b55da53b-3f83-413e-95d9-31f03a7a4747,"CVS Pharmacy, Inc. #00674",(781) 449-2270,980-986 GREAT PLAIN AVENUE,MA,42.279956,-71.236284
89389ddf-1b5d-4fe7-b004-73b13f69c5b7,BIG Y PHCY #13 RX #408296,413-567-0679,802 WILLIAMS STREET,MA,42.055966,-72.555676
789c76b9-0e71-4358-9c05-4c89e8073e71,Walgreens Co. #15591,508-824-5332,57 WINTHROP STREET,MA,41.89922,-71.096524
0a4afd8f-0a06-4516-af45-aad078988132,"CVS Pharmacy, Inc. #00843",(413) 594-8156,235 CENTER ST.,MA,42.141846,-72.610948
6304c21f-b1d5-4c6f-87ad-e6a26dbc431c,"CVS Pharmacy, Inc. #17332",(781) 847-4003,1 HAWES WAY,MA,42.152075,-71.072991
cca0557e-7928-497a-ae9c-502e1811622f,Stop & Shop #36,413-593-3999,"672 MEMORIAL DRIVE, ROUTE 33",MA,42.176301,-72.577785
716cfdfa-f46a-44e0-81a0-a45feb54bddb,"CVS Pharmacy, Inc. #04313",(508) 771-4429,438 ROUTE 28,MA,41.651259,-70.241484
33c2d3f3-c97e-4b0c-a925-18fc46670345,Walgreens Co. #4393,978-921-0506,54 ELLIOTT ST,MA,42.553873,-70.881393
e62ee141-83d7-4947-b09b-57954335d36b,"CVS Pharmacy, Inc. #01025",(978) 745-4943,272 HIGHLAND AVE.,MA,42.503825,-70.923936
2dae1936-05d2-45d8-9a9d-4660e88402d5,Walgreens Co. #19525,413-663-5270,50 LINCOLN ST.,MA,42.700954,-73.109558
bf6e6f0d-0ab2-4d8f-9e50-b3a76f52108e,ConvenientMD Urgent Care Quincy,(857) 529-5220,479 Washington St,MA,42.24767,-70.981966
9001a37c-ea26-4941-950d-d1435eb28636,"CVS Pharmacy, Inc. #00632",(978) 937-9995,4 BROADWAY ROAD,MA,42.671414,-71.296422
67384d19-61bd-4015-a75c-9a1f473c418e,MinuteClinic #21249,1-866-389-2727,24 W MAIN ST,MA,42.320362,-71.643
ef8d00ea-5d77-4bc5-9ba5-34bb77846666,Walgreens Co. #9405,781-340-5620,969 MAIN ST,MA,42.171798,-70.956259
bfda52b5-1e8d-4b9f-a7d1-b7302681b52e,Stop & Shop #473,508-675-0887,333 MARIANO BISHOP BOULEVARD,MA,41.67428,-71.164532
fdedc1d4-5e5a-4f9a-b737-599743c310c4,Walmart Inc #10-2012,5089871444,742 Main St,MA,42.170604,-71.878812
9197efdc-8631-4812-a41f-cd10acc80ce4,Walmart Inc #10-3560,5087302677,638 Quequechan St,MA,41.686136,-71.141324
3edc7f0b-7958-40ff-999d-5d66e0693ad5,Galaxy Pharmacy,617-302-3599,343 NEWPORT AVE,MA,42.26525,-71.019551
f6e797d0-cfae-4d8c-a352-35619448ca38,"CVS Pharmacy, Inc. #00765",(508) 765-0646,399 MAIN STREET,MA,42.076291,-72.036264
6756982f-69b7-4edd-8f71-dd0b0ece6e24,Walgreens Co. #12869,508-674-0342,296 BUFFINTON ST,MA,41.747747,-71.145516
f83657d8-6cec-4d87-a1fe-c911285b6c07,Stop & Shop #9,413-536-5483,28 LINCOLN STREET,MA,42.214273,-72.617704
89389ddf-1b5d-4fe7-b004-73b13f69c5b7,BIG Y PHCY #13 RX #408296,413-567-0679,802 WILLIAMS STREET,MA,42.055966,-72.555676
01fc630e-9e73-4d67-94b3-b3d1b25e3708,Walgreens Co. #19460,781-646-9622,491 HIGH ST,MA,42.421597,-71.133664
349a4def-35d4-4be3-b57e-6f9b7bf2d9e4,Walgreens Co. #17588,978-851-6331,935 ANDOVER STREET,MA,42.645814,-71.270809
698745d2-c0a7-4477-bcbb-55330cd1fa5c,"CVS Pharmacy, Inc. #00025",(617) 489-3669,60 LEONARD STREET,MA,42.399842,-71.174473
c06344d7-f084-42cf-b90a-4768ed25f784,"CVS Pharmacy, Inc. #01576",(508) 759-1097,6 HEAD OF THE BAY RD.,MA,41.752969,-70.59742
ef8d00ea-5d77-4bc5-9ba5-34bb77846666,Walgreens Co. #9405,781-340-5620,969 MAIN ST,MA,42.171798,-70.956259
69eb3e92-58e3-48d2-a69f-ac38bf66cb8c,Stop & Shop #61,413-525-6929,470 NORTH MAIN STREET,MA,42.077327,-72.526963
77ca3175-3664-4997-aaaa-e10857dd4d2f,"CVS Pharmacy, Inc. #00717",(617) 876-5519,36 WHITE STREET,MA,42.388877,-71.118944
2fc3ca22-2026-4118-aa22-a719c65d52a3,Walmart Inc #10-2964,9784661313,11 Jungle Rd,MA,42.492081,-71.729727
d9580260-4d1e-48fe-b47e-f8b95cf050d5,Walgreens Co. #6470,781-331-5301,750 WASHINGTON ST,MA,42.202265,-70.946414
80627a5d-4b0d-40b2-bec4-9d49257f6d42,"CVS Pharmacy, Inc. #16548",(508) 695-9335,1205 S WASHINGTON ST,MA,41.939986,-71.352562
027250c0-f775-435c-a239-6033036d4a8d,Walgreens Co. #19806,978-897-1600,100 POWDER MILL ROAD,MA,42.441996,-71.428812
b37e1296-0b13-4af9-bf2f-a2626e4f8f11,"CVS Pharmacy, Inc. #17018",(617) 602-1922,7 ALLSTATE RD,MA,42.325496,-71.063559
a6ee32a8-8f57-4314-9211-aaec11f0da87,"CVS Pharmacy, Inc. #00496",(617) 889-1529,324 BROADWAY,MA,42.391808,-71.036359
19f373c5-27d4-48cf-9138-fdc356eec197,Walgreens Co. #1852,781-444-5714,1478 HIGHLAND AVE,MA,42.280903,-71.235727
40b4311c-d14e-4953-aef8-f50177fc4d7f,"CVS Pharmacy, Inc. #00615",(978) 685-6311,233 BROADWAY,MA,42.725713,-71.184676
909b589b-5dd0-47be-9afd-9b54db3a15a0,"CVS Pharmacy, Inc. #10319",(508) 543-4545,72 WASHINGTON STREET,MA,42.090548,-71.270067
716cfdfa-f46a-44e0-81a0-a45feb54bddb,"CVS Pharmacy, Inc. #04313",(508) 771-4429,438 ROUTE 28,MA,41.651259,-70.241484
2237ce71-2107-4967-920d-ecf4a6b2da40,OSCO PHARMACY #4572,617-782-1628,370 WESTERN AVENUE,MA,42.361012,-71.137518
decbc20b-6366-4be7-9971-b1e871d7a389,Walgreens Co. #19067,617-364-2000,1329 HYDE PARK AVE,MA,42.25345,-71.125634
3c59663e-20f5-4643-9699-d028883fcba9,MinuteClinic #21696,1-866-389-2727,246 MILL ST,MA,42.533545,-71.744176
d788cbcc-8033-47e4-8d99-eb3e5fc2195b,"CVS Pharmacy, Inc. #00513",(508) 824-8621,252 BROADWAY,MA,41.935904,-71.082308
bb8aea80-36cd-4c43-94c4-5232a387dba1,"CVS Pharmacy, Inc. #00693",(413) 532-3299,1616 MEMORIAL DR.,MA,42.202329,-72.572564
5bde42f1-14e8-4a77-a6f5-cc7f6ca3261a,Walgreens Co. #16486,508-713-0149,398 BELMONT ST,MA,42.273739,-71.761646
53c9d971-8edf-4a50-92c9-1cb53fbb056e,"CVS Pharmacy, Inc. #02339",(413) 532-0991,1176 GRANBY ROAD,MA,42.174634,-72.587526
bc14dbe4-0fde-42ac-8dc6-abf10d11e71e,"CVS Pharmacy, Inc. #01531",(781) 320-8301,947 PROVIDENCE HWY.,MA,42.233154,-71.180731
bd70bec5-8266-4366-962a-d95e2b77fcc0,MinuteClinic #20771,1-866-389-2727,270 GROVE ST,MA,42.191589,-70.986768
9ec019c8-e0af-495c-bc05-0cc0353e1a73,Walgreens Co. #7617,978-521-0618,800 RIVER ST,MA,42.772474,-71.117279
a848af9d-f224-48b4-9df2-d642cc165eed,"CVS Pharmacy, Inc. #01306",(978) 774-1061,220 MAPLE ST.,MA,42.596305,-70.993734
b2b6dbe9-89a9-4c54-9164-45e662b64c36,Stop & Shop #475,508-432-5001,111 CHATHAM ROAD,MA,41.68462,-70.0578
498748e4-40d7-4d93-b22a-cf7ef8f93baa,OSCO PHARMACY #2583,617-489-6542,535 TRAPELO ROAD,MA,42.388536,-71.191174
ae6ec057-d5a4-4914-ac12-3655d56bb889,Walmart Inc #10-2629,5082349034,100 Valley Pkwy,MA,42.10758,-71.70015
c23761dc-c937-4be4-bce3-b455cf5c72fd,Walmart Inc #10-2336,5088309555,300 Colony Place Rd,MA,41.955574,-70.717962
e55b75d9-cee9-47c3-be1c-fbf42e821c4f,"CVS Pharmacy, Inc. #01157",(413) 796-5501,1242 PARKER ST,MA,42.114981,-72.498888
06b13882-388b-4934-8b69-38930575e550,Stop & Shop #2403,508-487-3738,56 SHANK PAINTER ROAD,MA,42.05027,-70.195999
57612adc-a8d7-4e87-9261-a776778f9ceb,"CVS Pharmacy, Inc. #00217",(978) 851-6856,"1900 MAIN ST,",MA,42.590962,-71.20222
bbf27560-0913-48a8-aede-1594675f428d,"CVS Pharmacy, Inc. #00073",(978) 834-0300,5 MACY STREET,MA,42.847236,-70.928511
98c07391-e0c1-4ea4-90af-d7bd6a05f7d6,"CVS Pharmacy, Inc. #02098",(978) 632-1760,314 MAIN STREET,MA,42.570204,-71.992565
2dae1936-05d2-45d8-9a9d-4660e88402d5,Walgreens Co. #19525,413-663-5270,50 LINCOLN ST.,MA,42.700954,-73.109558
6f54948d-6199-42c9-b44f-6251ef0b7a68,Stop & Shop #407,781-231-5775,164 MAIN STREET,MA,42.46382,-71.027995
b8b62487-cf3a-45a1-8d7f-32b2f9b5fbd6,Rite Aid #RA110198,508-679-1838,233 S. MAIN ST.,MA,41.699433,-71.157895
373a0044-6f1e-4998-94aa-c0c58525a945,Stop & Shop #458,413-443-0064,660 MERRILL ROAD,MA,42.465224,-73.203363
91d3134b-4bc9-4dbc-9b9e-79a86bc256ae,Walgreens Co. #11120,508-829-1780,1145 MAIN ST,MA,42.349498,-71.860191
2478f80f-b265-4788-9f9b-920ce5b8666c,"CVS Pharmacy, Inc. #04073",(978) 977-4844,174 MAIN ST.,MA,42.523353,-70.920108
cc5538e0-f785-4c5b-9805-f0ddc11b1aa6,Stop & Shop #22,508-394-8909,55 LONG POND DRIVE,MA,41.658041,-70.207706
535017ff-b88c-4cb0-8b9c-7c63bdaa25c5,"CVS Pharmacy, Inc. #00789",(508) 996-2094,136 ASHLEY BLVD.,MA,41.657867,-70.928786
3f29f7fa-8062-4ed0-a847-6d29de3835de,Walgreens Co. #18170,617-628-1010,299 BROADWAY,MA,42.392993,-71.092582
d41c14d2-de24-45ef-8afb-741062a91a0c,"CVS Pharmacy, Inc. #10083",(781) 376-1203,891 MAIN ST.,MA,42.525057,-71.15949
3f14dc3d-1d47-44aa-b0a2-a4294d5abaf8,"CVS Pharmacy, Inc. #01251",(781) 767-0555,842 SOUTH FRANKLIN STREET,MA,42.127961,-71.010171
22abd6e6-38f9-477e-9010-ed006d5014b3,"CVS Pharmacy, Inc. #17718",(781) 438-1746,113 MAIN ST.,MA,42.494838,-71.103445
486fbe79-800c-492c-b61d-46ead9dfb41e,"CVS Pharmacy, Inc. #17560",(781) 499-1962,1167 WASHINGTON ST,MA,42.136912,-70.838938
40cfd09d-e905-4ba2-a10f-fc6b7fdd343c,Stop & Shop #432,508-226-5888,469 PLEASANT ST,MA,41.951056,-71.271459
7c897978-5082-4348-b820-1f046007f45b,Walgreens Co. #2889,508-229-0540,99 GRANGER BLVD,MA,42.344942,-71.548795
90eec592-a7c9-43db-943e-75e7e9440bca,"CVS Pharmacy, Inc. #00382",(781) 331-2580,1504 MAIN ST.,MA,42.152647,-70.95403
8e250b57-fd40-4855-bb20-68f9f9053418,Walgreens Co. #3469,508-730-2902,369 PLYMOUTH AVE,MA,41.696098,-71.152062
28c243ac-21af-4d32-ba1d-fb7ce33aa97c,Big Y Pharmacy #051538,508-885-9073,62 W MAIN STREET,MA,42.233703,-72.014126
9ec019c8-e0af-495c-bc05-0cc0353e1a73,Walgreens Co. #7617,978-521-0618,800 RIVER ST,MA,42.772474,-71.117279
8e29a588-6067-4080-8425-4342e358b078,"CVS Pharmacy, Inc. #05826",(508) 230-0259,2 ROCHE BROTHERS WAY,MA,42.087992,-71.092953
1560b03c-fb1e-4a6a-9d6b-eb67667e6df7,Walgreens Co. #3625,413-731-6410,707 STATE ST,MA,42.109541,-72.568266
34d86ae5-b7d3-4de8-960b-b137a597edd5,"CVS Pharmacy, Inc. #00619",(617) 569-2638,1150 SARATOGA STREET,MA,42.384585,-70.999166
bad7764b-c042-44ea-8d98-1d2226f35bd4,"CVS Pharmacy, Inc. #01015",(617) 471-7451,42 BEALE STREET,MA,42.266505,-71.017368
67553d75-7378-4526-83e7-c97ea87a2af1,"CVS Pharmacy, Inc. #00950",(413) 567-2033,410 LONGMEADOW STREET,MA,42.0598,-72.580511
e3a8e76c-e2dc-416a-a1a7-10fc6f2f3b8b,Stop & Shop #54,781-871-9228,375 CENTRE AVENUE (ROUTE 123),MA,42.109226,-70.929442
da6ddb24-1880-48eb-a2e2-2f4681ae5b2c,Walmart Inc #10-2386,4139670040,352 Palmer Rd,MA,42.237657,-72.278754
e742a270-d115-48aa-a187-e5065847ac05,OSCO PHARMACY #428,781-298-4400,95 WASHINGTON ST. COBBS CORNER,MA,42.140096,-71.14474
622fa6ed-918c-4cba-bc70-740cdea2a1ff,Stop & Shop #88,781-271-9403,337 GREAT ROAD,MA,42.485869,-71.261197
a0039377-d992-4446-8461-1380283edbc7,OSCO PHARMACY #2594,781-837-5163,16 WEBSTER SQUARE,MA,42.089117,-70.706551
cea3cdd6-52cd-4480-838b-9ebcdfb5470f,Walgreens Co. #9538,617-427-1763,2275 WASHINGTON ST,MA,42.33075,-71.0839
9959d31d-5a16-4f83-ba5d-1a90e03276cd,"CVS Pharmacy, Inc. #01258",(617) 367-0441,191-193 CAMBRIDGE STREET,MA,42.362109,-71.065687
622fa6ed-918c-4cba-bc70-740cdea2a1ff,Stop & Shop #88,781-271-9403,337 GREAT ROAD,MA,42.485869,-71.261197
ef36d602-330b-4a7c-97a9-2294e0a3fc90,"CVS Pharmacy, Inc. #00594",(508) 540-4307,105 DAVIS STRAITS,MA,41.560321,-70.598768
f05661ca-285e-40fa-a967-c70cecfca923,South Boston Community Health Center,,386 WEST BROADWAY,MA,42.337629,-71.048454
6ddf5ca9-c4f2-4ef3-ad28-506d04351257,Greater Lawrence Family Health Center-Haverhill St,,34 HAVERHILL ST,MA,42.711823,-71.151948
3edc7f0b-7958-40ff-999d-5d66e0693ad5,Galaxy Pharmacy,617-302-3599,343 NEWPORT AVE,MA,42.26525,-71.019551
a11218e1-5b4f-424f-8211-32a0e0691c32,"CVS Pharmacy, Inc. #01848",(617) 489-5528,264 TRAPELO RD.,MA,42.383155,-71.181334
f50a6814-4a37-466c-9442-ee3730bdff45,Walgreens Co. #19038,413-743-4659,21 COLUMBIA STREET,MA,42.626293,-73.117534
ab3887cb-c65a-4962-ab45-488396d90155,Stop & Shop #2417,508-743-9563,1 TROWBRIDGE PLACE SUITE 103,MA,41.740747,-70.598024
6df46121-4544-4400-a314-db5dde76cb75,"CVS Pharmacy, Inc. #02128",(781) 453-0550,936 HIGHLAND AVENUE,MA,42.292841,-71.234845
1177187f-553e-4731-bd37-56cc57fd30e2,"CVS Pharmacy, Inc. #05874",(617) 338-0128,631 WASHINGTON ST.,MA,42.352579,-71.062969
d7f3da60-4e74-41b1-b78d-66c9c35fa02b,County Square Pharmacy Inc,(508) 222-7620,289 county st,MA,41.934165,-71.300204
3438aa97-24b2-4123-aa59-5c2d736dc42b,"CVS Pharmacy, Inc. #01085",(978) 688-9002,76 SWAN STREET,MA,42.723234,-71.157941
9710d8fb-fef3-4dcf-b5a0-f7b63f7cb51a,"CVS Pharmacy, Inc. #01859",(508) 432-2018,148 ROUTE 137,MA,41.708258,-70.023844
0f86bc0c-5503-4dcb-bdab-02b1b3a9efe8,Stop & Shop #3,508-820-0903,235 OLD CONNECTICUT PATH,MA,42.306084,-71.400807
eaa0a0d3-7125-47b4-ac44-68d9110323d7,Walgreens Co. #19659,508-255-5931,130 RT 6A,MA,41.786674,-69.994581
b946c75f-f5de-4eeb-9e57-48fe275981cf,Walgreens Co. #17488,413-863-3107,240 AVENUE A,MA,42.605333,-72.561068
69208b48-1c09-40d9-bc5c-89ae5a5240d5,OSCO PHARMACY #2579,617-364-3161,1377 HYDE PARK AVENUE,MA,42.251876,-71.126005
d86f560f-cc63-4de4-8acd-4fc2fa9bffec,Walgreens Co. #17173,978-249-9132,1640 S MAIN ST,MA,42.581672,-72.262332
1d106e22-4907-465f-bfad-c2abdae07bf8,Walgreens Co. #2063,978-744-7442,29 NEW DERBY ST,MA,42.519211,-70.894537
fde7c8e0-40e7-4e46-b3a6-22674abac4ac,Walgreens Co. #7189,617-232-5457,1630 TREMONT ST,MA,42.333403,-71.10466
a0039377-d992-4446-8461-1380283edbc7,OSCO PHARMACY #2594,781-837-5163,16 WEBSTER SQUARE,MA,42.089117,-70.706551
c6e882e7-5847-4dae-b889-7a2d708fcdc4,"CVS Pharmacy, Inc. #07109",(978) 740-2912,300 CANAL STREET,MA,42.501041,-70.896627
3b70ca77-1069-4f94-a220-18d7d749065a,"CVS Pharmacy, Inc. #00498",(508) 949-0641,112 E. MAIN ST.,MA,42.058414,-71.866232
77ca3175-3664-4997-aaaa-e10857dd4d2f,"CVS Pharmacy, Inc. #00717",(617) 876-5519,36 WHITE STREET,MA,42.388877,-71.118944
7ec838e9-a89d-41fc-8531-2df16d2510d5,Uphams Corner Health Ctr,,415 COLUMBIA RD,MA,42.311921,-71.068682
54dd09b3-ef5f-4a8d-9447-b35255fe9bc5,Walgreens Co. #18361,617-479-2330,132 GRANITE ST,MA,42.244811,-71.00576
99bb6e0d-cb16-423a-aae8-224f28a2eed4,OSCO PHARMACY #3696,857-409-3410,90 CAUSEWAY ST.,MA,42.36499,-71.062267
ebcbd9f9-0ecb-478d-95f0-ba3c3b10683d,"CVS Pharmacy, Inc. #01861",(781) 843-0648,884-886 WASHINGTON STREET,MA,42.203259,-71.00497
317a7e16-2ea9-47b1-abb9-3d65ea1d4f31,Walgreens Co. #6226,508-993-7498,220 HUTTLESTON AVE,MA,41.641623,-70.879514
83db4f13-3a6f-4400-ad77-61d61af1983f,"CVS Pharmacy, Inc. #00046",(617) 964-7736,999 WATERTOWN STREET,MA,42.349745,-71.226074
2dae1936-05d2-45d8-9a9d-4660e88402d5,Walgreens Co. #19525,413-663-5270,50 LINCOLN ST.,MA,42.700954,-73.109558
d8331a60-fb7b-4af2-aab7-690384733d4a,"CVS Pharmacy, Inc. #01876",(617) 232-2100,900 COMMONWEALTH AVENUE,MA,42.350888,-71.116004
6d436619-6a05-4e2f-9b61-bd76d6339350,Walgreens Co. #3020,508-222-7779,196 PLEASANT ST,MA,41.951337,-71.273829
3d039c24-9d98-47c1-b5cc-f83093630380,"CVS Pharmacy, Inc. #01022",(617) 661-6422,215 ALEWIFE BROOK PARKWAY,MA,42.389996,-71.14383
7758821f-4ece-4652-b27c-4e6bc8fec4bd,Urgent Care of Holden,(508) 829-3800,5 Shrewsbury Street,MA,42.336266,-71.834757
